p_id,agent_type,place,agent_mape
2015001327981-1127701,wrk_only,taylorsville,37.07582503769791
2019HU1112593-3367805,wrk_only,south_jordan,37.07555708140464
2015000868644-4105002,wrk_only,south_jordan,37.07507958283603
2015000996240-1248401,wrk__student,riverton,37.07471567805858
2015001136391-3922802,wrk_only,taylorsville,37.07431040811025
2019HU0474281-3858101,wrk_only,west_jordan,37.07417195548779
2015000085219-4376902,wrk_only,south_jordan,37.07328022222781
2019HU0474047-1757701,wrk_only,west_jordan,37.07246308609837
2015001302134-3677202,wrk_only,riverton,37.071541797887555
2016000010578-3191003,wrk_only,salt_lake_city,37.070812390043784
2015000684323-3204902,wrk_only,south_jordan,37.06980337602697
2016001499728-3187801,wrk_only,murray,37.069389153926416
2015000029129-2789602,wrk_only,salt_lake_city,37.0674614359384
2015000559180-1268102,wrk_only,taylorsville,37.06709675813546
2015000332778-1228406,wrk_only,riverton,37.06628391524702
2016000207279-2719602,wrk_only,rush_valley,37.06608205737353
2019HU0917948-2952201,wrk_only,west_valley_city,37.065631580834705
2015000016528-2377301,wrk_only,south_jordan,37.06548661489803
2017000153271-3536703,wrk_only,south_jordan,37.06341065580796
2015000304008-2993302,wrk_only,south_jordan,37.0619062873067
2015000247231-801701,wrk_only,sandy,37.06147925089816
2019HU1132535-2987005,wrk_only,south_jordan,37.060936899756555
2015001048218-957601,wrk_only,salt_lake_city,37.06083094684353
2016000483620-4072601,wrk_only,taylorsville,37.06040877860748
2016000151377-1199806,wrk_only,west_jordan,37.059900771259485
2016000437602-4549502,wrk_only,roy,37.059461874894694
2019HU1071890-1167402,wrk_only,taylorsville,37.057528874211656
2015001123082-1053504,wrk_only,salt_lake_city,37.05726599042447
2015000189608-3665302,wrk_only,riverton,37.056849687914514
2019HU1217125-2928402,wrk_only,west_valley_city,37.05586135015358
2019HU0924347-3627301,wrk_only,taylorsville,37.055655481556634
2015000041604-4148802,wrk_only,west_valley_city,37.055317948233274
2018HU1344009-3211902,wrk_only,west_valley_city,37.0547428555476
2019HU0981832-3310601,wrk_only,taylorsville,37.0546644442338
2015000128974-4984802,wrk_only,west_jordan,37.05383505201216
2015000548000-1953802,wrk_only,west_jordan,37.05365403138778
2019HU0285602-936601,wrk_only,herriman,37.05311046879484
2015000796401-713001,wrk_only,west_jordan,37.05241533624741
2016001470476-668302,wrk_only,west_valley_city,37.052344294569096
2015000884886-1243503,wrk_only,riverton,37.05223018710122
2019HU0920734-2525601,wrk_only,west_valley_city,37.051539036662035
2015000461209-1982601,wrk_only,west_valley_city,37.0507758713101
2018HU0843059-5675601,wrk_only,murray,37.05039406009059
2016000999783-1075201,wrk_only,riverton,37.050336836475964
2019HU1239698-3259101,wrk_only,sandy,37.05014223756511
2015000831080-577001,wrk_only,south_salt_lake,37.049973902245355
2016000377262-1632904,wrk_only,west_jordan,37.04983944899096
2017001458109-2431001,wrk_only,west_jordan,37.04923593455226
2017000137626-349101,wrk_only,sandy,37.047814673166904
2016000623513-2566902,wrk_only,west_jordan,37.04779803636628
2015000259887-3079301,wrk_only,murray,37.04773904195313
2015001105434-2809602,wrk_only,west_jordan,37.047324887791156
2016000039765-3166201,wrk_only,herriman,37.04574538454256
2016001015368-1327404,wrk_only,white_city,37.04535607570516
2018HU1341850-2503702,wrk__student,west_jordan,37.04533023726775
2019HU0641167-1061301,wrk__student,west_jordan,37.044720669317854
2017001177888-3431401,wrk_only,taylorsville,37.0442321987272
2019HU1240523-3693801,wrk_only,south_jordan,37.044203018201635
2015000480488-2242701,wrk_only,kearns,37.04285713044166
2016000817541-172802,wrk_only,west_valley_city,37.04276878144645
2019HU1302960-3523901,wrk_only,herriman,37.04193477654977
2015001046907-1315002,wrk_only,salt_lake_city,37.041710874579806
2019HU0432916-3476301,wrk_only,herriman,37.04132294942774
2016001057703-1026201,wrk__student,provo,37.03958224625219
2019HU0112848-6539401,wrk_only,murray,37.038974117525356
2017000078845-3658602,wrk_only,taylorsville,37.03852224221902
2019HU0702091-3970301,wrk_only,layton,37.038323385240965
2015000413492-4724101,wrk_only,millcreek,37.036689335828946
2015001114304-3522302,wrk_only,riverton,37.03657301215566
2017000009980-325201,wrk_only,west_jordan,37.03559697302989
2015000325320-3513101,wrk_only,south_jordan,37.0348860107531
2019HU0553940-3450001,wrk_only,taylorsville,37.03437054394867
2015000484914-2184802,wrk_only,west_valley_city,37.03400215065245
2016000433583-2545903,wrk_only,west_valley_city,37.03301923935947
2019HU0770985-5603702,wrk__student,murray,37.032625196033706
2015000072751-2730502,wrk_only,sandy,37.03182385384527
2017000495424-5273001,wrk_only,riverton,37.03126180222259
2015000628739-2537401,wrk_only,riverton,37.030064122553135
2015000528121-2542701,wrk_only,west_jordan,37.030045244176165
2019HU1281748-1535207,wrk_only,herriman,37.029303226342485
2019HU1385120-4981401,wrk_only,south_jordan,37.02869199939777
2017000165721-3074001,wrk_only,south_jordan,37.02730486497864
2016000705889-3686501,wrk_only,riverton,37.02678143670101
2019HU1187115-152202,wrk_only,west_valley_city,37.0266826018048
2016001191455-762405,wrk__student,herriman,37.02615910202719
2015000928053-2845101,wrk_only,west_valley_city,37.02548118387485
2016001324610-6570607,wrk_only,murray,37.02506221039331
2015000614560-3118302,wrk_only,herriman,37.02414222638208
2015000252340-959101,wrk_only,taylorsville,37.0238773428635
2015001347515-1322306,wrk_only,white_city,37.02368892313882
2016000105182-2960902,wrk_only,west_jordan,37.02234968005765
2015000887246-3867702,wrk_only,draper,37.02205952891872
2015000033196-3110101,wrk_only,salt_lake_city,37.02029856260539
2018HU1203623-6885801,wrk_only,st_george,37.01903236505864
2016000254438-966401,wrk_only,west_jordan,37.01756715734989
2015000954333-3848001,wrk_only,riverton,37.015625501728586
2015000888719-1342601,wrk_only,spanish_fork,37.01542021114908
2016001015368-3563204,wrk_only,south_jordan,37.01311447673385
2015000109770-778702,wrk_only,cottonwood_heights,37.012005921372506
2015000359305-2881102,wrk_only,unknown,37.011378146807026
2015000902560-3376204,wrk__student,south_jordan,37.01000278768767
2015000646572-3122301,wrk_only,riverton,37.00796812053143
2015000751724-3581002,wrk_only,salt_lake_city,37.0067783932613
2015000017646-3078202,wrk_only,taylorsville,37.005773580261305
2017001083254-1108901,wrk_only,riverton,37.00565918330073
2018HU0278220-1772401,wrk_only,west_jordan,37.005022953195
2015000968516-4447706,wrk_only,south_jordan,37.00492990607797
2019HU0284639-628901,wrk_only,herriman,37.00489152942874
2015000918026-30701,wrk__student,midvale,37.00451214485307
2017000028110-3756601,wrk_only,provo,37.00333923444875
2015000143987-2774201,wrk_only,sandy,37.003308847818495
2018HU0411126-3041001,wrk_only,west_valley_city,37.00307573943042
2015000560220-2682202,wrk_only,south_jordan,37.00296274338206
2016000206669-1292202,wrk_only,eagle_mountain,37.002658079243275
2019HU1120968-1975701,wrk__student,west_valley_city,37.00244193281981
2019HU0483510-4059901,wrk_only,riverton,37.00150050828727
2015000698664-944501,wrk_only,west_valley_city,37.00111550929302
2016000318785-3459203,student__lf_elig,south_jordan,37.00066516889232
2019HU0817091-5522701,wrk__student,murray,37.00016642955335
2016000281995-5065003,wrk__student,south_salt_lake,36.999773183815805
2019HU1010292-4570002,wrk_only,south_salt_lake,36.999731494927865
2015000175935-1564102,wrk_only,millcreek,36.99956617317773
2017000628868-2463102,wrk_only,west_jordan,36.99837433810769
2015000411949-4085702,wrk_only,south_jordan,36.997298695611114
2015000473976-4438504,wrk_only,south_salt_lake,36.996878552029635
2015001204690-2431001,wrk_only,west_valley_city,36.99678017937172
2019HU1404749-3320801,wrk_only,taylorsville,36.995094353242315
2018HU0897735-2571802,wrk_only,riverton,36.99491135498773
2015000996240-3139302,wrk_only,riverton,36.99476271897075
2015000023208-2176501,wrk_only,west_jordan,36.99209316199647
2016000097612-1278302,wrk_only,sandy,36.99130028129464
2017000962788-6849101,wrk_only,st_george,36.990298751336134
2015001370946-4001804,wrk__student,salt_lake_city,36.989510866340225
2015000411078-3110205,wrk_only,herriman,36.98888725630331
2015000788492-3740702,wrk_only,spanish_fork,36.98858036749297
2015001097667-3111102,wrk_only,west_valley_city,36.98831835940223
2016000069064-1880802,wrk_only,west_jordan,36.98770432129618
2015000139407-3857502,wrk_only,draper,36.987626680200435
2019HU1341472-588503,wrk_only,west_valley_city,36.98675409915255
2017001035052-1261401,wrk_only,salt_lake_city,36.98662919002057
2019HU1379818-5820401,wrk_only,south_salt_lake,36.98481269605646
2017000607498-1641705,wrk_only,west_jordan,36.98382244494221
2018HU0689889-2015905,wrk_only,west_valley_city,36.98324490326071
2019HU0005593-2132502,wrk_only,west_valley_city,36.98258628496915
2015001235298-3002201,wrk__student,south_jordan,36.98235758321331
2016000673505-5007101,wrk_only,south_salt_lake,36.98213996958435
2015001253729-1396301,wrk_only,west_jordan,36.98092796588405
2017000547888-1850202,wrk__student,west_valley_city,36.979093501105986
2015001305520-3967901,wrk_only,tooele,36.97900912609381
2015000307995-2242101,wrk_only,taylorsville,36.978760934654005
2015001249556-2538301,wrk_only,west_valley_city,36.97871010628342
2015001403395-771802,wrk_only,eagle_mountain,36.978570119052115
2016000033223-1952701,wrk_only,midvale,36.97783687800846
2018HU1089495-3825602,wrk_only,taylorsville,36.976590095305426
2016000254438-4015502,wrk_only,riverton,36.97619315961756
2015000245097-698901,wrk_only,herriman,36.97515462202469
2015000965028-3443201,wrk_only,west_mountain,36.97489684122331
2015000245097-697701,wrk_only,south_jordan,36.97445159801466
2015001461734-3160202,wrk__student,herriman,36.97337928227019
2019HU0786039-5902101,wrk_only,murray,36.97242165855831
2015000020930-1724505,wrk_only,west_valley_city,36.970901943989624
2015000927613-1508101,wrk_only,spanish_fork,36.96868637959339
2015000016528-3531301,wrk_only,south_jordan,36.967986450594154
2016000891480-3936402,wrk__student,roy,36.96735497598016
2015001297815-2492002,wrk_only,west_valley_city,36.96505168984749
2019HU0821056-174402,wrk_only,west_jordan,36.96394148894457
2019HU0630129-900602,wrk_only,millcreek,36.96328614218343
2015000664517-365103,wrk_only,west_jordan,36.96280912389876
2016001517440-403303,wrk__student,provo,36.96165983747511
2019HU1311594-2538401,wrk_only,west_jordan,36.96155693540741
2018HU0850132-2801102,wrk_only,west_valley_city,36.95979787513956
2015000700793-365302,wrk_only,west_jordan,36.95976411133405
2015000047008-3953301,wrk_only,tooele,36.958721556440224
2016001254543-1846102,wrk_only,west_valley_city,36.95839284492119
2015000651909-4356801,wrk_only,west_valley_city,36.957306139971664
2015001445381-4012002,wrk_only,riverton,36.95522195196948
2019HU1244970-554202,wrk_only,west_valley_city,36.95366151380867
2015000273314-76101,wrk_only,south_jordan,36.95245567492166
2015000788678-1916002,wrk_only,west_jordan,36.94917852561787
2015000343901-3393701,wrk_only,sandy,36.94907888711027
2018HU0640280-2523101,wrk_only,holladay,36.94876710576349
2015000473550-80002,wrk__student,south_jordan,36.94871841324549
2019HU0853440-309302,wrk__student,west_valley_city,36.948240290098916
2015000671462-4330503,wrk_only,south_salt_lake,36.94688737853981
2015000513688-706601,wrk_only,south_jordan,36.94601783639017
2019HU1196516-2210401,wrk_only,west_jordan,36.94550719876454
2016000740967-1767501,wrk__student,salt_lake_city,36.945503987943624
2016000066114-3078802,wrk_only,west_jordan,36.945217670005064
2015000510272-2682002,wrk_only,south_jordan,36.944971331220586
2017001332614-1546001,wrk_only,west_valley_city,36.94455357583533
2015001225263-5248401,wrk_only,riverton,36.94361683259205
2015000470146-3539001,wrk_only,west_jordan,36.94257889265112
2015000189689-2778801,wrk_only,west_jordan,36.941550521913264
2017001159332-6854401,wrk_only,st_george,36.940803633979094
2015000227265-2904,wrk_only,west_valley_city,36.94048761725891
2015000354744-3935301,wrk_only,riverton,36.940466311069756
2015001358185-6792402,wrk_only,st_george,36.940073814714076
2015000245097-696601,wrk_only,south_jordan,36.939288337445255
2019HU0437225-970003,wrk_only,herriman,36.938549854092884
2016001433112-4614701,wrk_only,south_jordan,36.93836230811575
2019HU0550112-1844902,wrk_only,west_jordan,36.937893527895255
2018HU0806696-3491802,wrk_only,south_jordan,36.93763782046836
2015000591442-563302,wrk_only,murray,36.9357032210985
2019HU0504250-4348901,wrk__student,taylorsville,36.9355665003798
2015000833479-298201,wrk_only,salt_lake_city,36.93438526381523
2018HU0643483-4337802,wrk_only,west_valley_city,36.934271529911065
2015000197272-1778501,wrk_only,west_valley_city,36.933851645690034
2019HU0729543-1487902,wrk_only,riverton,36.93341071530628
2015001463884-3559102,wrk_only,west_haven,36.93033420552447
2015000583370-2681402,wrk_only,magna,36.930166202052796
2019HU1112593-1891005,wrk_only,west_jordan,36.92928141678613
2015001486080-3455201,wrk_only,south_jordan,36.92808414166656
2015000183812-2765402,wrk_only,south_jordan,36.92662195810818
2016000973220-2100903,wrk_only,west_valley_city,36.92635538799037
2016000234753-1675907,wrk_only,west_jordan,36.9254185772689
2015000630573-206802,wrk_only,salt_lake_city,36.925239381724786
2016000281995-3273003,wrk__student,murray,36.925005181143035
2019HU0702091-3970501,wrk_only,layton,36.9242809799285
2018HU0079880-2121902,wrk_only,west_valley_city,36.92331250837289
2019HU0866825-1229101,wrk_only,murray,36.92329740761462
2019HU1310083-2175301,wrk_only,west_jordan,36.923214846140326
2015000918026-1853201,wrk__student,west_jordan,36.9216023140114
2015000958672-2898901,wrk_only,draper,36.919332889586734
2015000975217-4452001,wrk_only,south_jordan,36.918468707838706
2016000508118-3008701,wrk_only,south_jordan,36.91747352454357
2019HU1302960-3698401,wrk_only,west_jordan,36.91577472196278
2015001090173-1252001,wrk_only,riverton,36.91537085508279
2019HU0422628-5353402,wrk_only,murray,36.91536918074315
2015001318243-3063101,wrk_only,south_jordan,36.913743389528456
2016001053485-3715003,wrk_only,taylorsville,36.91328681043293
2015001003813-4442402,wrk_only,south_salt_lake,36.91179608022142
2016000382410-2208603,wrk_only,millcreek,36.91141812506616
2019HU1076845-4296704,wrk__student,west_valley_city,36.910194399115056
2019HU0126253-2824601,wrk_only,west_jordan,36.90950006172945
2018HU1119694-1307102,wrk_only,west_jordan,36.90949166692876
2017000078845-317401,wrk_only,salt_lake_city,36.909396915659535
2015000477259-4089101,wrk_only,south_jordan,36.908531600627434
2015000547726-4094701,wrk_only,south_jordan,36.908391195682825
2016001030718-3166901,wrk_only,sandy,36.90830124509575
2015001135330-2611503,wrk_only,west_valley_city,36.90714442550687
2016001472051-3468902,wrk_only,south_jordan,36.90702748735596
2015000156932-1799701,wrk_only,west_jordan,36.90546477164678
2016000090173-4509004,wrk_only,south_jordan,36.90492573620818
2019HU0549399-2983701,wrk_only,west_jordan,36.90481122603349
2016000680193-4173002,wrk__student,tooele,36.90436907738457
2016000102575-1268602,wrk_only,herriman,36.90421819765174
2015000964059-3299901,wrk_only,south_jordan,36.90286408910389
2015001037046-2797403,wrk_only,salt_lake_city,36.90107014142509
2015000474255-1541701,wrk_only,sandy,36.90071920347138
2015001326638-3999804,wrk_only,south_salt_lake,36.900188987827065
2015000487876-2999401,wrk_only,west_valley_city,36.89584724211611
2017000084882-3042402,wrk__student,midvale,36.89571667980448
2015001386479-1631002,wrk_only,millcreek,36.89370119109326
2015001240273-1855801,wrk_only,west_jordan,36.89213024563444
2019HU1125216-2315402,wrk_only,west_jordan,36.8911694665721
2015000398381-3576201,wrk_only,salt_lake_city,36.88909620032928
2019HU1125216-340601,wrk_only,midvale,36.88837454547602
2015000935353-3536701,wrk_only,murray,36.88741631219643
2019HU0877706-1503302,wrk_only,riverton,36.88670027545578
2015000902560-3376503,wrk_only,south_jordan,36.88596978971772
2017000535901-4209003,wrk__student,south_jordan,36.885814304588344
2019HU1310083-70902,wrk_only,south_jordan,36.88575555139145
2015000500516-942703,wrk_only,west_valley_city,36.884651887158086
2015000084831-5236701,wrk_only,riverton,36.88443531551857
2018HU0159694-2386401,wrk_only,taylorsville,36.88400713445434
2016000160729-2295601,wrk_only,west_jordan,36.88325414549462
2015001217242-2242702,wrk_only,draper,36.88220689343436
2017001246529-287001,wrk_only,west_valley_city,36.882051888204245
2017000377147-3533302,wrk_only,unknown,36.881902861798324
2015001445381-3215202,wrk_only,south_jordan,36.88040552331551
2016000129501-660501,wrk_only,sandy,36.88031895245509
2019HU1282705-716301,wrk_only,west_valley_city,36.880125517007045
2019HU0737010-4429701,wrk_only,south_salt_lake,36.88006337422757
2016000257945-3943401,wrk_only,riverton,36.87960342123232
2016001213408-4201502,wrk_only,south_salt_lake,36.879315858518204
2016000167776-3929702,wrk_only,taylorsville,36.87925178572038
2019HU1172589-3055901,wrk_only,west_valley_city,36.878758394866054
2015000954333-1321301,wrk_only,west_jordan,36.878561204551815
2018HU0793064-1482002,wrk_only,millcreek,36.87734686241348
2015000637665-3118702,wrk_only,herriman,36.877302153756894
2017000078466-3800302,wrk_only,taylorsville,36.87631782468151
2015000131700-1378701,wrk_only,cottonwood_heights,36.8739862754004
2015001055054-1519701,wrk_only,sandy,36.872788915373235
2019HU0754276-2617903,wrk_only,south_jordan,36.872498183448016
2015001035367-460701,wrk_only,holladay,36.87243415005774
2019HU0559288-803702,wrk__student,springville,36.87045390008624
2018HU1365473-1768801,wrk__student,west_valley_city,36.87037850841267
2015000281578-4394701,wrk_only,south_jordan,36.868755220219775
2019HU1252187-3784703,wrk_only,sandy,36.86845264394486
2017000628868-2467102,wrk_only,west_jordan,36.865498253015055
2015000530547-2782001,wrk_only,draper,36.86467323745398
2017000689789-2253902,wrk__student,midvale,36.86432629823913
2016000871941-2804701,wrk_only,draper,36.86405549372102
2015000160663-1812102,wrk_only,west_jordan,36.86269958744153
2016000834586-3845201,wrk_only,tooele,36.8608642401962
2019HU0271452-3622001,wrk_only,taylorsville,36.8604698571581
2019HU0754552-6613902,wrk_only,murray,36.85978256423157
2016000718258-1365103,wrk_only,taylorsville,36.85975299701349
2015000433247-1303201,wrk_only,cottonwood_heights,36.859150278989404
2015000302204-3293201,wrk_only,south_jordan,36.85532940893412
2015000142204-6402802,wrk_only,murray,36.85521664459052
2015000547726-2117801,wrk_only,west_jordan,36.854476792432145
2019HU0875412-3062301,wrk_only,west_jordan,36.85269420487345
2018HU0245082-856105,wrk__student,south_jordan,36.852579547838054
2016000235398-3385501,wrk_only,riverton,36.852391825771605
2015001286450-3926402,wrk_only,roy,36.85230233596632
2016000615803-1702801,wrk_only,sandy,36.85207045376643
2019HU1400926-2294102,wrk_only,west_valley_city,36.851618476772195
2015000263729-2043501,wrk_only,west_valley_city,36.851554247354315
2019HU1256434-4517501,wrk_only,south_salt_lake,36.85049147368649
2015000780598-2897302,wrk_only,draper,36.850129936766535
2019HU0985860-1881001,wrk_only,west_valley_city,36.84975181954033
2019HU1125216-2402201,wrk_only,west_jordan,36.84800646792107
2015000583695-4418301,wrk_only,south_jordan,36.846290754231944
2016000137867-2675803,wrk_only,west_valley_city,36.84622507645725
2018HU0793064-1482302,wrk_only,millcreek,36.84615024907688
2016000527659-6362702,wrk_only,murray,36.84578761922194
2019HU1264636-3248402,wrk_only,west_valley_city,36.845172065089386
2015001154998-1283602,wrk_only,eagle_mountain,36.844420889549305
2015000372151-4041102,wrk__student,south_salt_lake,36.84434883968352
2015000324753-202,wrk_only,white_city,36.84209470555746
2015001150880-720501,wrk_only,herriman,36.83813380072489
2019HU1264636-3249406,wrk_only,west_valley_city,36.8370187820921
2016000530994-2487201,wrk_only,west_jordan,36.83663080831322
2015000014337-1539001,wrk_only,west_valley_city,36.83641977073742
2017000745794-1235704,wrk_only,taylorsville,36.835783428887794
2015000716457-3449503,wrk_only,south_jordan,36.835643484966496
2019HU1316726-5980202,wrk_only,murray,36.835274310315576
2015000674332-3204804,wrk__student,south_jordan,36.831947043272514
2015000038247-2481502,wrk_only,west_valley_city,36.83152509471424
2017000956749-5207303,wrk_only,riverton,36.83079460633964
2016001343005-3590002,wrk_only,west_haven,36.830402237835315
2019HU1226225-3841902,wrk_only,riverton,36.83031081126607
2016000698931-2238903,wrk__student,west_jordan,36.83013217939132
2016000909173-1475602,wrk_only,spanish_fork,36.82945646204692
2018HU0414611-6012901,wrk_only,murray,36.82926721072692
2016000834789-751301,wrk_only,herriman,36.828305998986885
2015001197864-2812406,wrk_only,west_jordan,36.82738137306416
2015001459715-420403,wrk_only,west_jordan,36.8258235111021
2015000379094-4899701,wrk_only,millcreek,36.825042818853696
2015000288242-3151801,wrk_only,murray,36.8248106346166
2015000189689-671701,wrk_only,south_jordan,36.824585728277285
2015000306598-1940601,wrk_only,sandy,36.82421731295887
2015000120275-2730802,wrk_only,sandy,36.82352035373639
2018HU0439443-1525401,wrk_only,spanish_fork,36.823358220265426
2019HU1079149-2614205,wrk_only,sandy,36.82172024170952
2016001015224-2574502,wrk_only,sandy,36.821302815860555
2019HU1176349-3879802,wrk_only,west_jordan,36.821180935536326
2018HU1336861-2756301,wrk_only,west_jordan,36.81921942989593
2019HU1173369-1671502,wrk_only,sandy,36.81920480508629
2015000406739-1357001,wrk_only,taylorsville,36.81875007088233
2015000133925-4268701,wrk_only,south_salt_lake,36.81820495698565
2018HU0806696-3822302,wrk_only,riverton,36.81773139259322
2019HU0312870-2953101,wrk_only,salt_lake_city,36.815646647195685
2015001092435-2011101,wrk_only,midvale,36.81403341894309
2015001293699-4349503,wrk_only,south_salt_lake,36.81314411730289
2015000830303-3317003,wrk_only,sandy,36.8117817998578
2016000263568-3710701,wrk_only,taylorsville,36.81132006081126
2017001180013-6061301,wrk_only,murray,36.809506738250064
2016000090173-4508701,wrk_only,south_jordan,36.8087946385758
2016000088760-3168701,wrk_only,millcreek,36.80844486190513
2016000463105-2498901,wrk_only,west_valley_city,36.80796474538289
2019HU0817652-479301,wrk_only,west_jordan,36.80724113175239
2015000692668-3525902,wrk_only,sandy,36.805419912769985
2015000513688-1969801,wrk_only,west_valley_city,36.80423831473032
2015000987327-3109501,wrk_only,west_valley_city,36.80330166033127
2019HU1043699-175302,wrk_only,west_jordan,36.80271431866265
2019HU0135917-2939103,wrk_only,west_valley_city,36.802596669342044
2016000234753-2776507,wrk_only,west_jordan,36.802496229655
2015000283438-519703,wrk__student,herriman,36.80226008318409
2016001235550-3580602,wrk_only,santaquin,36.8021564956831
2015000890163-2229501,wrk_only,west_jordan,36.80123747410581
2017000900753-196602,wrk_only,west_jordan,36.80085692617774
2017001246529-289601,wrk_only,west_valley_city,36.79859011048463
2015000519915-3100202,wrk__student,west_valley_city,36.7985408106974
2015001253665-184401,wrk_only,west_jordan,36.79797039298829
2016000817541-171802,wrk_only,west_valley_city,36.79695721964183
2015000765497-1583301,wrk_only,sandy,36.796624724734606
2015000698664-945301,wrk_only,west_valley_city,36.7958677168409
2015000713816-645701,wrk_only,cottonwood_heights,36.79328551105125
2015001122389-3005701,wrk_only,west_valley_city,36.79237180442946
2016000302443-2665902,wrk_only,clearfield,36.791661201691575
2019HU0308325-1960002,wrk_only,west_valley_city,36.7905342695001
2015000102074-3090001,wrk__student,herriman,36.78935538883509
2015000646572-1238801,wrk_only,riverton,36.78933014922667
2015000289881-4158301,wrk_only,west_valley_city,36.78921547045274
2016000290015-1270602,wrk_only,riverton,36.788381388900945
2017000155313-1204102,wrk_only,murray,36.788267337141505
2019HU1310083-71402,wrk_only,south_jordan,36.787070141642396
2015000041604-291405,wrk_only,salt_lake_city,36.78644807506791
2016000190730-3942301,wrk__student,riverton,36.78535523400976
2018HU0913185-375801,wrk_only,sandy,36.78507383167564
2015000156932-1799901,wrk_only,west_jordan,36.784812498126065
2016000741465-463406,wrk_only,bluffdale,36.784582276162475
2016000030966-3164401,wrk_only,herriman,36.78425838510764
2015000397419-2023602,wrk_only,west_jordan,36.78425425499864
2017001022054-3557401,wrk_only,murray,36.78423189912661
2015000557948-5919301,wrk_only,murray,36.78409534288171
2015000522385-1133802,wrk_only,cottonwood_heights,36.782945742433235
2019HU1374082-4979101,wrk_only,south_jordan,36.782204712265184
2015000538299-247801,wrk_only,west_valley_city,36.78110871665276
2018HU0908089-5422901,wrk_only,murray,36.78057721602378
2015000379851-1230602,wrk_only,riverton,36.780528628355185
2019HU0386495-5463703,wrk_only,layton,36.779704886382916
2019HU0795031-3832502,wrk_only,taylorsville,36.77970286871333
2015000753763-1384901,wrk_only,unknown,36.77902589143879
2015001225263-4478401,wrk_only,south_jordan,36.77868138764219
2017000575737-4288203,wrk_only,salem,36.77846995807105
2016000102575-1563002,wrk_only,west_jordan,36.77828427524707
2015000433327-3514801,wrk_only,south_jordan,36.777761761349545
2018HU0025142-3861405,wrk_only,riverton,36.777579125418576
2015000125212-208401,wrk_only,west_jordan,36.77616277702504
2016000098461-1734603,wrk_only,west_valley_city,36.77606904052341
2018HU0938631-1089005,wrk_only,west_valley_city,36.77592273451124
2015000805304-1707004,wrk__student,spanish_fork,36.77581750206872
2018HU0556178-4205302,wrk_only,west_valley_city,36.77511338259273
2015000175526-1420902,wrk_only,white_city,36.77492573578154
2016000615239-3832502,wrk_only,tooele,36.774737859996954
2019HU1251689-5390502,wrk_only,riverton,36.7747300746058
2019HU1001880-1000901,wrk_only,sandy,36.77464099655587
2015000692219-2997102,wrk_only,south_jordan,36.774429608489854
2019HU0488338-1803301,wrk_only,west_valley_city,36.77412480040041
2018HU0759503-2195004,wrk_only,west_valley_city,36.77363511398297
2015000230346-412301,wrk_only,draper,36.77332085567493
2015000475786-2443801,wrk_only,west_jordan,36.77218005014258
2016001433220-4616601,wrk_only,south_jordan,36.772157767512745
2016001209661-2547403,wrk_only,kearns,36.7719884227493
2016001455550-4010502,wrk_only,layton,36.770825751145104
2019HU1354150-4003202,wrk_only,riverton,36.76867874493844
2015000385410-704301,wrk_only,riverton,36.76823650091148
2015001257702-1904604,wrk__student,west_jordan,36.765883880454744
2015000601069-2615501,wrk_only,holladay,36.7653564074661
2019HU1243964-2112601,wrk_only,west_jordan,36.7650041391231
2015000306955-4329201,wrk_only,salt_lake_city,36.7646229658423
2019HU1020297-2547301,wrk_only,midvale,36.764596748734554
2015000731063-2723501,wrk_only,west_valley_city,36.7642735889262
2019HU1347728-2113506,wrk_only,west_valley_city,36.76328471938537
2015000996240-3723002,wrk_only,west_jordan,36.76278888124258
2019HU0030920-43201,wrk_only,west_valley_city,36.76185906610937
2016000318785-3459202,wrk_only,south_jordan,36.761747152727125
2015000968516-4447401,wrk__student,south_jordan,36.760976357418826
2015001090173-1040401,wrk_only,riverton,36.75909103315968
2015000114618-2185801,wrk_only,millcreek,36.758522427790844
2019HU0877706-3062701,wrk_only,west_jordan,36.75817462793772
2015000296294-3686502,wrk_only,taylorsville,36.75719684422885
2016000593961-3684001,wrk_only,riverton,36.75701340454163
2015000606342-3413305,student__age05_09,unknown,36.7567732356531
2015000041604-505,wrk_only,salt_lake_city,36.756732046366274
2016000973220-1818703,wrk_only,west_valley_city,36.75552892087832
2019HU1383904-2391102,wrk__student,west_jordan,36.75498741709492
2015001201428-2125501,wrk_only,millcreek,36.75481719509982
2018HU1074778-2718001,wrk_only,south_jordan,36.75364876733305
2015001288270-4359602,wrk_only,salem,36.75320652681249
2015000202667-3097002,wrk_only,herriman,36.75302912204232
2019HU0899686-3505804,wrk_only,herriman,36.75175464081295
2019HU0685631-3831401,wrk_only,taylorsville,36.75083402946172
2015000290290-2187401,wrk_only,west_jordan,36.74955860876735
2015000203987-1985201,wrk_only,salt_lake_city,36.74897313854748
2015001006478-1627802,wrk_only,millcreek,36.74803118402208
2019HU1210491-236301,wrk_only,west_valley_city,36.74665770805311
2019HU1354496-879501,wrk_only,west_valley_city,36.74627242616343
2017000564724-1483002,wrk_only,spanish_fork,36.74529862267792
2015000041604-2481703,wrk_only,west_valley_city,36.744703638123255
2015000264693-6515701,wrk_only,murray,36.74467574725161
2015000873749-3847602,wrk_only,riverton,36.74387394456167
2015000235812-2022602,wrk_only,west_jordan,36.74324458197164
