p_id,agent_type,place,agent_mape
2015001293953-4195801,wrk_only,south_salt_lake,28.721757764658612
2015001143318-3571701,wrk_only,tooele,28.721722840731818
2018HU0369511-6872503,student__lf_elig,st_george,28.721098683594242
2018HU0851275-3900001,wrk_only,orem,28.720437326105237
2015000523224-4727901,wrk_only,millcreek,28.720036613539357
2015001092313-3144202,wrk_only,herriman,28.71992490045281
2017000007199-5353302,wrk_only,riverton,28.719428326927716
2016001209661-1228003,wrk_only,taylorsville,28.719245980999258
2019HU0065909-2636701,wrk_only,midvale,28.718908686839956
2018HU1116263-6883501,wrk_only,st_george,28.71881268121992
2016000037727-5333502,wrk_only,murray,28.718537080103868
2015000181887-5326001,wrk_only,riverton,28.71833090284542
2017000666312-2609106,wrk_only,west_valley_city,28.718320211243793
2018HU0460947-2665901,wrk_only,kearns,28.717292757894974
2019HU1335292-2375101,wrk_only,draper,28.71721459789609
2017001118563-2973802,wrk_only,west_jordan,28.716999178181617
2017000335306-4201402,wrk_only,provo,28.716459238707724
2019HU1082225-3545803,wrk_only,taylorsville,28.71567625251967
2016000953994-257702,wrk_only,salt_lake_city,28.715028020573353
2016000059064-1113102,wrk_only,west_valley_city,28.714934620398168
2015000023602-2762601,wrk_only,south_jordan,28.714583814185424
2019HU0755413-2706102,wrk_only,west_valley_city,28.714212755787315
2015000908329-1225401,wrk_only,salt_lake_city,28.713738635603054
2015000199916-3093701,wrk__student,west_valley_city,28.713590835923757
2018HU0356020-1248302,wrk_only,eagle_mountain,28.713559667776234
2015000020930-360601,wrk_only,west_valley_city,28.713254275096965
2016001413642-2861103,wrk_only,kearns,28.712314320973963
2018HU0075894-1657704,wrk_only,mantua,28.711766668046657
2019HU1281748-3880608,wrk_only,west_jordan,28.71153376617534
2015001006478-1628701,wrk_only,millcreek,28.711395823714653
2015000202667-3092502,wrk_only,herriman,28.71036580515633
2016000516069-1837902,wrk_only,west_valley_city,28.70990807040045
2015000284794-215802,wrk_only,west_jordan,28.709029411258424
2015000619288-692901,wrk_only,millcreek,28.708648097254624
2019HU1225504-2383505,wrk_only,west_jordan,28.708510159437544
2019HU1226225-3057002,wrk_only,south_jordan,28.70810103884781
2015000289881-1965002,wrk_only,west_valley_city,28.708003583877765
2019HU0825972-4270101,wrk_only,sandy,28.70776371799728
2015000529573-1208501,wrk_only,sandy,28.706981520784257
2019HU1170649-3516902,wrk_only,sandy,28.706494357940205
2015000724575-5242503,wrk__student,riverton,28.705588971951308
2019HU1240523-3880201,wrk_only,west_jordan,28.70551378747778
2017000951870-2474602,wrk_only,west_jordan,28.704548757947094
2015001197864-3549901,wrk_only,south_jordan,28.70451601315203
2015000342880-992901,wrk_only,west_jordan,28.704294531898405
2018HU0406494-1292603,wrk__student,north_ogden,28.70428682887728
2019HU1125003-3075302,wrk_only,west_jordan,28.704134656312135
2019HU1305119-3056603,wrk_only,west_valley_city,28.703548183629024
2018HU1251034-4982603,wrk__student,layton,28.703488088175472
2015000116605-3052001,wrk_only,west_valley_city,28.7034520978739
2019HU0649222-2948803,wrk_only,west_valley_city,28.70323248740118
2015000834334-4525801,wrk_only,provo,28.702765164009108
2015001210851-309301,wrk_only,payson,28.702519896160517
2016000270649-1739003,wrk_only,west_valley_city,28.702431531658167
2019HU1167100-1374104,wrk_only,cottonwood_heights,28.702396509537902
2019HU1311594-4977003,wrk_only,south_jordan,28.702370066253252
2015001494585-991802,wrk_only,murray,28.70187683622798
2019HU0616396-1931101,wrk_only,midvale,28.701846052313584
2016001517440-2918903,wrk__student,provo,28.701548951989963
2019HU1343525-1291001,wrk_only,spanish_fork,28.701387028051446
2015001249556-2059901,wrk_only,west_valley_city,28.70125962885006
2015000975217-4452902,wrk_only,south_jordan,28.700873721255217
2016000232537-1811601,wrk_only,west_jordan,28.700670456876214
2015001461532-4437904,wrk_only,salem,28.700577884617402
2016000505825-4077402,wrk__student,orem,28.70029316847958
2015000783478-4302301,wrk_only,west_valley_city,28.699518674534318
2017000334146-4036401,wrk_only,roy,28.69946623974546
2015000667800-3449102,wrk_only,south_jordan,28.699177573635797
2016000196770-4258502,wrk_only,layton,28.698229539570963
2015001257702-2330905,wrk_only,west_jordan,28.69804489646321
2019HU1372079-1436502,wrk_only,murray,28.69645391235858
2015000725401-5985301,wrk_only,murray,28.696096056981546
2019HU1011677-653204,wrk_only,herriman,28.696004817308857
2015001044523-5260102,wrk_only,murray,28.695595569546562
2018HU0176184-5362403,wrk__student,riverton,28.6955936289524
2015000365306-6774203,wrk_only,st_george,28.695342615267283
2015000939542-3765504,wrk_only,riverton,28.695322975704745
2015000881898-1000701,wrk_only,west_jordan,28.695243897912135
2018HU1210487-235602,wrk_only,west_valley_city,28.69498215883589
2019HU1000253-2182201,wrk_only,millcreek,28.694947805436104
2016000220413-1088001,wrk_only,west_jordan,28.693434825841152
2016000827458-3893402,wrk_only,riverton,28.693286245873693
2015001160335-2652101,wrk_only,wolf_creek,28.692741100154674
2019HU1082225-2205101,wrk_only,west_valley_city,28.691987512317763
2019HU0116539-700001,wrk_only,west_valley_city,28.691900611083653
2015000657193-619301,wrk_only,ogden,28.691640061106728
2016000284732-1218503,wrk_only,sandy,28.691627314336994
2016000066114-2207302,wrk_only,west_valley_city,28.69156738646503
2015001299685-2351602,wrk_only,stansbury_park,28.690976869270795
2015000225076-2843003,wrk_only,south_jordan,28.690235294854915
2015000156237-3664501,wrk_only,riverton,28.689903283943163
2015001280133-4000702,wrk_only,salt_lake_city,28.689635104987648
2017000576126-4827001,wrk_only,roy,28.68952050083197
2019HU0506627-6623801,wrk_only,salt_lake_city,28.68818385466982
2016000509999-2565601,wrk_only,magna,28.688137377324175
2017000704086-3114701,wrk_only,sandy,28.687889509070914
2015000918793-4442103,wrk_only,south_jordan,28.687807828454226
2015001012098-968301,wrk__student,murray,28.687290637460887
2019HU0593462-2045701,wrk_only,salt_lake_city,28.68718867235228
2019HU0348988-4347504,wrk_only,taylorsville,28.686328551894587
2016000008028-1967703,wrk_only,unknown,28.686184887155246
2017001087660-6015701,wrk_only,layton,28.685811124525074
2019HU1275782-1177801,wrk_only,taylorsville,28.6858089006308
2016000694125-973002,wrk_only,eagle_mountain,28.685468885456118
2016000711598-3408901,wrk_only,washington_terrace,28.684312577454435
2016000953020-1229901,wrk_only,eagle_mountain,28.684202861709533
2019HU1310083-3525202,wrk_only,herriman,28.683850189296088
2015000619288-692802,wrk_only,millcreek,28.68346299377994
2015000761860-2087401,wrk_only,west_valley_city,28.683392293116405
2016001393302-4262202,wrk_only,west_valley_city,28.683257265700178
2018HU1084689-3302801,wrk_only,tooele,28.683237652725403
2015000742588-1583202,wrk_only,sandy,28.682774579763453
2019HU0437225-950903,wrk_only,herriman,28.6822923594817
2015000996240-3138902,wrk_only,herriman,28.681256659529858
2019HU1337435-1543501,wrk_only,herriman,28.68097397502875
2018HU0109866-2394201,wrk_only,sandy,28.680628825284373
2016000968272-2082701,wrk_only,west_valley_city,28.680209832074254
2016000338750-5840201,wrk_only,south_salt_lake,28.679869311494055
2018HU0585213-154501,wrk_only,midvale,28.679718952091115
2016000156905-2906501,wrk_only,provo,28.67961728463811
2019HU1341472-111201,wrk_only,west_valley_city,28.67935259081137
2015000590861-5363302,wrk_only,murray,28.678512636635254
2017000718400-789401,wrk_only,south_salt_lake,28.678235742820117
2018HU0325484-44301,wrk_only,west_jordan,28.67812985609173
2015000419003-5239501,wrk_only,south_jordan,28.677991583663214
2015001477410-1539802,wrk_only,west_jordan,28.677279278111094
2016000424089-5256901,wrk_only,south_jordan,28.67696519923051
2019HU1347728-2578702,wrk_only,kearns,28.676216502634215
2019HU1172589-1648303,wrk_only,west_valley_city,28.675546833754662
2015000084831-5325108,wrk_only,south_jordan,28.67531508246342
2015000343901-3393601,wrk_only,sandy,28.67513691184741
2018HU1011509-36501,wrk_only,west_valley_city,28.675069474867048
2019HU1400926-1436902,wrk_only,murray,28.674756336072253
2015000975217-31602,wrk_only,midvale,28.674746333783467
2019HU0807479-1819403,wrk_only,west_valley_city,28.67429732808186
2016000232537-4512601,wrk_only,south_jordan,28.67425274935746
2015001092313-367602,wrk_only,west_jordan,28.674141310354496
2019HU0766525-709302,wrk_only,west_valley_city,28.673450058376137
2015001092313-1040602,wrk_only,riverton,28.6729981326038
2019HU0920734-4609702,wrk_only,west_jordan,28.672768177349084
2016000320142-4093701,wrk_only,spanish_fork,28.672720767272107
2015000454229-1465802,wrk_only,spanish_fork,28.672312544549595
2015000815012-2677301,wrk_only,west_jordan,28.672293383407006
2015001105434-3144902,wrk_only,riverton,28.672110678997235
2018HU0846720-2090703,wrk_only,west_valley_city,28.67208576792689
2019HU1379818-5328901,wrk_only,murray,28.67183214730784
2016000517722-1547801,wrk_only,sandy,28.67117318206269
2016001402357-3581502,wrk_only,santaquin,28.670874830268563
2019HU0597280-2704801,wrk_only,west_valley_city,28.670817352736204
2015000951177-3695201,wrk_only,taylorsville,28.670201387166607
2015001503791-2050501,wrk_only,west_valley_city,28.67011939117987
2019HU0694212-4912907,wrk_only,south_jordan,28.66904613090655
2015000637665-3540802,wrk_only,west_jordan,28.669040730646994
2016000623450-544805,wrk_only,salt_lake_city,28.66877948087424
2015000492817-2401003,wrk_only,kearns,28.66799927754493
2016000424089-1014501,wrk_only,west_jordan,28.667493491701425
2015000994730-2684201,wrk_only,south_jordan,28.667075524074015
2018HU0558875-4303501,wrk_only,south_salt_lake,28.66620767185857
2016000822969-1117501,wrk_only,sandy,28.666003943725975
2018HU0479901-6183601,wrk_only,heber,28.66566870722093
2015000510272-704702,wrk_only,west_jordan,28.66564403720459
2018HU1309003-2077204,wrk_only,millcreek,28.6652481598519
2015001239970-1690102,wrk_only,sandy,28.66500241043693
2015001464090-2721202,wrk_only,green_river,28.664957186231728
2019HU1254775-487201,wrk_only,south_salt_lake,28.664875952476383
2019HU0955588-4431803,wrk_only,south_salt_lake,28.664693698873133
2018HU0688759-346502,wrk_only,west_jordan,28.664507611573388
2015000097245-2623902,wrk_only,south_jordan,28.664318285977036
2015000189578-2319902,wrk_only,west_jordan,28.663810143184627
2015001150880-1043001,wrk_only,herriman,28.663447230881335
2019HU1096832-2956301,wrk_only,west_valley_city,28.66313644671638
2018HU0518947-1198301,wrk_only,taylorsville,28.66290309443089
2015000681124-1209301,wrk_only,sandy,28.66263085141468
2018HU0515211-400601,wrk_only,west_jordan,28.662561405609203
2016000505330-3712402,wrk_only,taylorsville,28.662396216944597
2015000641780-3541501,wrk_only,south_jordan,28.661900340846685
2019HU1347728-2764402,wrk_only,west_valley_city,28.661773758908854
2019HU1372377-2340802,wrk_only,west_valley_city,28.661342506898862
2016000106399-2415701,wrk_only,west_jordan,28.660954998784895
2015000929997-7901,wrk_only,west_jordan,28.660639403507354
2016000017138-3512501,wrk_only,taylorsville,28.66010065805069
2015001057076-348802,wrk_only,riverton,28.66003121963458
2019HU0794673-4229201,wrk__student,provo,28.659957702950845
2017000382372-3370101,wrk__student,orem,28.659777032230103
2015000202429-759402,wrk_only,eagle_mountain,28.65958079686091
2015000739714-2084503,wrk_only,saratoga_springs,28.659571273510853
2019HU0560095-1429103,wrk_only,murray,28.659352621828244
2017001298992-2714002,wrk_only,kearns,28.659068981054936
2015001197864-3728506,wrk_only,west_jordan,28.659034089551827
2018HU0689889-2020306,wrk_only,west_valley_city,28.65894581289466
2015001294835-5339701,wrk_only,riverton,28.65815882756516
2019HU1362066-134804,student__lf_elig,unknown,28.657957229789055
2015001426820-1783301,wrk_only,west_valley_city,28.656877292186326
2016000734409-4561702,wrk__student,south_jordan,28.65668264209808
2015000510272-703402,wrk_only,west_jordan,28.6565851070102
2015000805797-362401,wrk_only,springville,28.656149363002815
2015001374908-88801,wrk_only,south_jordan,28.655890348719094
2019HU1273010-2070101,wrk_only,midvale,28.655889547192654
2015000596655-3917201,wrk_only,taylorsville,28.655189236829077
2019HU1161229-1776901,wrk_only,west_valley_city,28.655008466659392
2015000075339-1218301,wrk_only,riverton,28.654895677892476
2016000435161-6807603,student__age05_09,st_george,28.654586141118415
2019HU1373227-1886201,wrk_only,west_valley_city,28.653123740994147
2019HU1345054-1727801,wrk_only,west_jordan,28.653030681833176
2015001055054-1211401,wrk_only,sandy,28.652459491489502
2015000284794-2186802,wrk_only,west_jordan,28.65150009671458
2017000685386-4029301,wrk_only,riverton,28.65141296021993
2017000513381-3542101,wrk_only,santaquin,28.651318546662548
2017001246529-286401,wrk_only,west_valley_city,28.65123823322414
2015000211765-2816804,wrk__student,west_jordan,28.650590399962695
2015001150880-3146402,wrk_only,herriman,28.649754961186286
2016000234753-2776407,wrk_only,south_jordan,28.649671868740217
2016000682814-3179802,wrk_only,taylorsville,28.649031307387734
2015000269832-3577601,wrk_only,riverton,28.648788832878232
2015000288970-3058702,wrk_only,south_jordan,28.648376376212838
2017000975677-3818701,wrk_only,taylorsville,28.648323154704485
2015000996240-3140802,wrk_only,herriman,28.64813348181733
2018HU0373687-2356503,wrk_only,taylorsville,28.647527554329606
2019HU0430991-6462903,wrk_only,murray,28.647420996655594
2017001222382-3781701,wrk__student,west_jordan,28.64739081794543
2015000681124-1518301,wrk_only,sandy,28.64734632931027
2019HU1073224-5529001,wrk_only,salt_lake_city,28.646993528724636
2015001217447-433902,wrk_only,riverton,28.646813724811597
2015000290595-4078602,wrk_only,south_jordan,28.64673455431803
2019HU0282044-3566602,wrk_only,south_jordan,28.646613483145778
2015000369883-3294101,wrk_only,south_jordan,28.645932377910764
2015001398128-1659301,wrk_only,west_valley_city,28.645757804540207
2015000716457-420803,wrk_only,bluffdale,28.645333514685667
2015000085219-4376205,wrk__student,south_jordan,28.64527402231146
2015001044523-5260302,wrk_only,millcreek,28.64475404375828
2015000247143-4188601,wrk_only,south_salt_lake,28.644246715248784
2015000518893-1552902,wrk_only,west_jordan,28.644096132131946
2015000934600-1585604,wrk_only,sandy,28.643596003227938
2015000007286-2176302,wrk_only,west_jordan,28.64355418093259
2015000054734-2529401,wrk_only,west_valley_city,28.64352123794077
2015000902560-3376302,wrk_only,riverton,28.643372520342492
2019HU1373227-1886103,wrk_only,west_valley_city,28.64314704855106
2018HU1069376-4400901,wrk_only,sandy,28.642621701427473
2015000400601-1832202,wrk_only,lehi,28.642533583769136
2019HU0483510-4059401,wrk_only,riverton,28.64251444046666
2016000527659-5745101,wrk_only,south_salt_lake,28.642439005424897
2016000669800-1750502,wrk_only,west_jordan,28.642346101505638
2015001208855-3923502,wrk_only,taylorsville,28.64159659321766
2016000623450-544705,wrk_only,salt_lake_city,28.640017622480507
2019HU0493026-3945101,wrk_only,draper,28.639985815955715
2015000388031-5619401,wrk_only,south_salt_lake,28.63963499273049
2018HU0004073-97102,wrk_only,west_valley_city,28.638389181040015
2015000716827-3665301,wrk_only,tooele,28.637740556077617
2016001164143-3409902,wrk_only,bountiful,28.63740804783784
2019HU0920734-3763001,wrk_only,taylorsville,28.637298673820816
2015001299170-1677702,wrk_only,cedar_fort,28.63725746405311
2019HU0866563-4044501,wrk_only,taylorsville,28.637074699212366
2016000568139-2689801,wrk_only,south_jordan,28.63701331605959
2016000519130-1838206,wrk_only,west_valley_city,28.636940351210043
2015000947630-3673403,wrk_only,riverton,28.636515727274347
2019HU1364521-3958101,wrk_only,draper,28.636132353205003
2018HU0212135-5582802,wrk_only,murray,28.636100883031823
2019HU0453884-1868902,wrk_only,west_jordan,28.63550939631516
2017000515348-268802,wrk_only,salt_lake_city,28.635198371144426
2019HU0063595-3300401,wrk_only,taylorsville,28.634468958337855
2017001117875-3920803,wrk_only,murray,28.634453181971537
2017001433473-1628301,wrk_only,west_jordan,28.63443714114735
2015000510116-1968002,wrk_only,west_jordan,28.634154913800604
2016001508975-2175701,wrk_only,murray,28.633979428347917
2019HU1187115-891803,wrk_only,west_valley_city,28.63357139743481
2015000581472-356401,wrk_only,payson,28.63350848215739
2015000269891-305801,wrk_only,west_jordan,28.633192620438063
2015000626471-2034802,wrk_only,west_valley_city,28.63300412383517
2018HU1336861-2756302,wrk_only,west_jordan,28.632673537714226
2015000406739-1044304,wrk_only,west_valley_city,28.63255319300682
2015001152802-1427702,wrk_only,sandy,28.63241059457974
2016001487158-1009102,wrk_only,springville,28.63227754501515
2015001194805-302302,wrk_only,salt_lake_city,28.632017634828284
2019HU1270030-5444801,wrk_only,murray,28.631911240279557
2017000821230-109603,student__lf_elig,south_jordan,28.63172372924908
2015000834334-3667101,wrk_only,provo,28.631501962504668
2019HU1171033-2381102,wrk_only,west_jordan,28.63145599166022
2015000996240-3137502,wrk_only,riverton,28.63096386842604
2015001195726-2233603,wrk_only,west_jordan,28.630961106934077
2016001106224-5566701,wrk_only,layton,28.630330136918143
2018HU0622951-1759505,wrk__student,west_valley_city,28.62983506173904
2019HU0893857-224001,wrk_only,sandy,28.62919106003955
2015000876895-425001,wrk_only,bluffdale,28.628844229430193
2019HU0026591-6239202,wrk__student,murray,28.628535947855084
2015000902560-4439301,wrk_only,south_jordan,28.62815977093107
2018HU0411126-3041301,wrk_only,west_valley_city,28.627758532038893
2019HU0155391-2199502,wrk_only,west_jordan,28.62774755359209
2016000524471-903303,wrk__student,eagle_mountain,28.627197649229412
2015000955246-1745104,wrk_only,west_valley_city,28.627062569828194
2019HU0304598-6905702,wrk_only,st_george,28.62696384361132
2015000177779-4385702,wrk_only,south_jordan,28.62691996764563
2015001391463-1191301,wrk_only,ogden,28.62637877325753
2019HU0454386-2917003,wrk_only,west_valley_city,28.626362879219503
2017001128795-3308808,wrk_only,herriman,28.62602023934989
2015000046114-5060305,student__age05_09,unknown,28.62576021352603
2015000415562-3781801,wrk_only,orem,28.624353038460466
2015000326310-4082901,wrk_only,south_jordan,28.62401570317256
2019HU0017553-675402,wrk_only,south_salt_lake,28.623906196809862
2016000110622-5636201,wrk_only,south_salt_lake,28.62381518801594
2015000138526-5447001,wrk_only,murray,28.623557448885386
2019HU1273010-3305401,wrk_only,sandy,28.62347003627827
2019HU0396302-3473702,wrk_only,herriman,28.623418761084174
2018HU0800822-4219801,wrk_only,sandy,28.62282379566612
2015000109877-2963002,wrk_only,salt_lake_city,28.62256822696731
2016000262635-4641401,wrk_only,south_salt_lake,28.621970608927377
2019HU1209017-4966603,wrk_only,south_jordan,28.621690332269818
2019HU1400926-2710102,wrk_only,west_valley_city,28.62138270129203
2016000772744-3202801,wrk_only,herriman,28.62135813369029
2015001066796-161601,wrk_only,west_valley_city,28.6211363883228
2015000308207-5533302,wrk_only,murray,28.62107623526705
2015000742588-1853101,wrk_only,midvale,28.62067703738658
2015000755349-1366402,wrk_only,salt_lake_city,28.620275390287116
2019HU1053100-6921401,wrk_only,st_george,28.619855280706485
2016000395583-1813701,wrk_only,west_valley_city,28.619835540081617
2015001038344-160402,wrk_only,west_valley_city,28.619723856207607
2019HU0772461-3305502,wrk_only,murray,28.619360921688862
2018HU0111998-3401002,wrk_only,syracuse,28.61724859634777
2016001130709-1719802,wrk_only,eagle_mountain,28.617108318619405
2015001231869-636001,wrk_only,herriman,28.61704526318209
2015001315780-2681501,wrk_only,west_jordan,28.616856663132317
2016000447029-910002,wrk_only,taylorsville,28.616747961126794
2015001150880-3146001,wrk_only,herriman,28.616454099231436
2015001104025-2602302,wrk_only,magna,28.615857904888887
2015001503531-3884001,wrk__student,riverton,28.61563498651847
2015000674332-3204802,wrk_only,south_jordan,28.615080820606476
2016001016583-784801,wrk_only,eagle_mountain,28.615009084514853
2018HU0420663-2471101,wrk_only,layton,28.614516302438233
2015000693670-2486901,wrk_only,west_valley_city,28.614000001469158
2015000122522-2175306,wrk_only,west_valley_city,28.61377460049632
2015000075339-1217901,wrk_only,riverton,28.61375173571622
2016000698931-2122503,wrk__student,west_valley_city,28.613398011505765
2019HU1157758-1458101,wrk_only,cottonwood_heights,28.613343428645805
2019HU1297273-691901,wrk_only,sandy,28.613037172374963
2015000017474-2734301,wrk_only,kearns,28.612842767208633
2019HU0741794-628801,wrk_only,murray,28.612479799882628
2016000741465-1969002,wrk_only,west_jordan,28.612281319153404
2015001018921-5246209,wrk_only,riverton,28.611711551827074
2019HU1030376-1909701,wrk_only,west_valley_city,28.611475955819586
2019HU1343775-3989502,wrk_only,taylorsville,28.61139957986908
2019HU1403285-4435601,wrk__student,south_salt_lake,28.61112570802516
2015001092313-367802,wrk_only,west_jordan,28.610921046316594
2015000371339-1612602,wrk_only,murray,28.610884627595347
2017000078845-3659902,wrk_only,taylorsville,28.61083132266245
2019HU0845086-4430403,wrk_only,south_salt_lake,28.61068975268159
2019HU0877706-3064402,wrk_only,west_jordan,28.61019589402167
2015000887952-681101,wrk_only,west_jordan,28.609956260185093
2016000994092-322103,wrk_only,west_jordan,28.609800574562307
2015000406739-1044608,wrk_only,west_valley_city,28.60965981380243
2015000031008-4322201,wrk_only,south_salt_lake,28.609479974279182
2015000018742-5085402,wrk_only,salt_lake_city,28.60897479853928
2019HU0917948-2954003,wrk_only,west_valley_city,28.608661129871482
2017000628868-2467402,wrk_only,west_jordan,28.60863718702933
2018HU0362671-4596501,wrk_only,orem,28.608385328590035
2015000403146-649501,wrk_only,salt_lake_city,28.608118056302573
2015000685448-707501,wrk_only,salt_lake_city,28.608082785841905
2015000823707-345902,wrk_only,bluffdale,28.60802991520663
2016000017138-3093901,wrk_only,west_valley_city,28.606681089468367
2019HU0168478-2759501,wrk__student,west_jordan,28.606512541878747
2018HU1042892-2433002,wrk__student,salt_lake_city,28.60617691827545
2015000717288-158703,wrk_only,west_valley_city,28.606082058229376
2016000924641-2781302,wrk_only,south_jordan,28.60606363549009
2018HU0241506-6867801,wrk_only,st_george,28.60562100961544
2019HU0834752-3181004,wrk_only,west_jordan,28.605562365631208
2015001297140-5141802,wrk_only,millcreek,28.60553592845904
2015000365462-3154901,wrk_only,murray,28.605407715952502
2016000102575-317802,wrk_only,west_jordan,28.604777113592583
2015000085219-4376802,wrk_only,south_jordan,28.604595411942473
2016001437809-4496601,wrk__student,layton,28.604473439634614
2015000468811-1234001,wrk_only,riverton,28.604064174713656
2015000875209-1732003,wrk_only,west_jordan,28.60356731776332
2015001269108-1504701,wrk_only,midvale,28.603226827789914
2016001305620-4595002,wrk_only,south_jordan,28.602896566470932
2019HU0361758-1477502,wrk_only,murray,28.60274960659741
2015000833479-2301101,wrk_only,west_valley_city,28.602745386263873
2016000151377-3065003,wrk_only,south_jordan,28.602686282046353
2019HU0770985-6704802,wrk__student,salt_lake_city,28.60233681703305
2016000392985-1743901,wrk_only,west_valley_city,28.601848294361847
2018HU1055780-1431501,wrk_only,riverton,28.601828804018854
2016001191455-1308803,wrk_only,herriman,28.600906996202013
2015000084831-3290601,wrk_only,south_jordan,28.600494804765493
2016000350774-163002,wrk_only,provo,28.600463440250433
2019HU0635748-5233002,wrk_only,riverton,28.600175780056258
2015000290595-3103301,wrk_only,south_jordan,28.59978361533959
2015000202667-3099402,wrk_only,herriman,28.599640256134123
2018HU1170481-4043901,wrk_only,riverton,28.598716387093866
2015000397419-2023702,wrk_only,west_jordan,28.5984158192769
2015000796401-712905,wrk_only,west_jordan,28.59829279323833
2015001251664-351301,wrk_only,salt_lake_city,28.598079057314997
2015001319983-2038101,wrk_only,draper,28.59801464799152
2017000895836-238503,wrk__student,provo,28.597920738525005
2019HU0135719-838301,wrk_only,west_jordan,28.597876764072282
2017000273058-2926901,wrk_only,provo,28.59717697567638
2015000568937-1232001,wrk_only,salt_lake_city,28.59693513949757
2015000492148-3758407,wrk_only,riverton,28.596906048541072
2019HU0874881-799802,wrk_only,west_jordan,28.596883660764433
2015001511726-3557303,wrk_only,west_jordan,28.596305866535577
2015001305520-3964902,wrk_only,tooele,28.59624410032976
2016000599682-3100902,wrk_only,west_valley_city,28.596187665640976
2019HU0890447-4664602,wrk__student,south_salt_lake,28.596037484867438
2016001172253-5847101,wrk_only,south_salt_lake,28.59594115703934
2015001425083-370402,wrk_only,west_jordan,28.595897512109392
2015000668937-1501,wrk_only,white_city,28.59553353611467
2019HU1273817-2041701,wrk_only,west_valley_city,28.595266713940816
2016000483589-1611601,wrk__student,west_jordan,28.59522355782006
2018HU0636655-4975003,wrk_only,provo,28.595084389500236
2019HU0448686-4427501,wrk_only,south_salt_lake,28.59472816843367
2015000576587-4354803,wrk_only,salem,28.594555481314778
2015000332274-720801,wrk_only,west_valley_city,28.594353854255942
2015000055134-1206702,wrk_only,sandy,28.593757211713903
2015000278166-6301,wrk_only,midvale,28.593738355772075
2015001217242-969402,wrk_only,sandy,28.59248209250233
2016000131666-1146001,wrk_only,millcreek,28.59184429317817
2019HU0763344-1186901,wrk_only,west_jordan,28.58995871401424
2015001504070-3557204,wrk_only,south_jordan,28.589958636851765
2015001326638-3270601,wrk_only,murray,28.589813172633686
2019HU1126804-3629102,wrk_only,taylorsville,28.5897767127313
2018HU0585213-313201,wrk_only,midvale,28.588690571658905
2015000543650-1423502,wrk_only,sandy,28.588125402869274
2018HU0386645-707902,wrk__student,payson,28.587676970739956
2015000580847-1945901,wrk_only,sandy,28.587373016505957
2017000209501-4825302,wrk__student,orem,28.58722270291177
2016000065947-6802001,wrk_only,unknown,28.586147161915488
2019HU0841662-1805201,wrk_only,west_valley_city,28.58544789062303
2019HU0447623-1037402,wrk_only,west_valley_city,28.58510654252171
2015000434532-3690102,wrk_only,taylorsville,28.584884057893216
2017000804561-1288801,wrk_only,taylorsville,28.584628936368766
2018HU0030459-1522801,wrk_only,spanish_fork,28.584585424629495
2016000337478-3680702,wrk_only,riverton,28.584576588270238
2016000365411-2738301,wrk_only,kearns,28.584402047751666
2015001390056-1811103,wrk_only,west_valley_city,28.58369111629411
2017000114676-39103,wrk_only,alta,28.58360121189453
2016000587990-2500202,wrk_only,west_valley_city,28.582991521306973
2019HU0573288-1786801,wrk_only,west_jordan,28.582951115156707
2019HU0441323-1184601,wrk_only,riverton,28.582696937226714
2015000190402-3055102,wrk_only,west_jordan,28.582665314706198
2015000344425-2959201,wrk_only,sandy,28.582484659407026
2015001136391-3922801,wrk_only,taylorsville,28.58126203447151
2018HU0689889-2015910,wrk_only,west_valley_city,28.581214368116857
2019HU1405208-2838201,wrk_only,west_valley_city,28.5810909151651
2015000882761-5372601,wrk_only,murray,28.58103156693799
2015001291036-369102,wrk__student,west_jordan,28.580896205531648
2015000087851-166501,wrk_only,salt_lake_city,28.580808710721712
2017000920155-2227301,wrk_only,west_valley_city,28.580677466285188
2015001046907-1016102,wrk_only,salt_lake_city,28.58054313555437
2015000016528-2377901,wrk_only,south_jordan,28.57980804478456
2016001019812-4689302,wrk_only,south_salt_lake,28.579770928524905
2016000431007-371702,wrk_only,west_valley_city,28.579606877745633
2019HU1305478-1001402,wrk_only,west_valley_city,28.578942721363326
2015000425622-2131601,wrk_only,draper,28.578663906861063
2019HU1347728-428606,wrk_only,west_valley_city,28.578529759725686
2019HU1270030-6037301,wrk_only,murray,28.578104536173676
2016001265475-1919301,wrk_only,west_point,28.578049592264858
2015000482256-2391201,wrk_only,south_jordan,28.577980187171597
2017001020925-2950201,wrk_only,kearns,28.577616796875233
2016000671842-1351401,wrk_only,spanish_fork,28.577483658382747
2015000133925-2869102,wrk_only,salt_lake_city,28.577122939026612
2019HU0191311-359601,wrk_only,salt_lake_city,28.576971085021263
2015001425083-148401,wrk_only,west_jordan,28.576631748235165
2017000004963-6367101,wrk_only,murray,28.576207251359083
2015000175526-1102601,wrk_only,sandy,28.57606198796446
2017000763724-3816302,wrk_only,taylorsville,28.575411473630947
2015001019410-3723101,wrk_only,west_jordan,28.57516690103147
2017000110981-4333904,wrk_only,layton,28.574874959385593
2019HU0745249-2949401,wrk_only,west_valley_city,28.57477370797795
2019HU0349182-1180704,wrk_only,riverton,28.574399136591072
2015000208430-2782101,wrk_only,west_jordan,28.573581568635003
